"","casekey","sctcite","year","justice","vote","house","business","person","car","search","warrant","lctpc","lctinc","lctaft","lctunl","except","segcov","ideology","mqscore","sctdec","other","notprop","us","arrest","unanmous","gates_justices"
"1590",162,1040001,1989,"Kennedy",1,"no","no","yes","no","no","no","no",0,0,"yes",0,-0.27,-1.8,1.322254,"CON","no","no",1,"yes",0,0
"1591",163,1070676,1990,"Brennan",0,"no","no","yes","no","yes","no","no",0,0,"yes",0,1,2.78,NA,"LIB","no","no",0,"yes",0,1
"1592",163,1070676,1990,"OConnor",1,"no","no","yes","no","yes","no","no",0,0,"yes",0,-0.17,-1.67,0.9809122,"LIB","no","no",0,"yes",0,1
"1593",163,1070676,1990,"Rehnquist",1,"no","no","yes","no","yes","no","no",0,0,"yes",0,-0.91,-2.6,2.250001,"LIB","no","no",0,"yes",0,1
"1594",163,1070676,1990,"Scalia",1,"no","no","yes","no","yes","no","no",0,0,"yes",0,-1,-2.71,2.060774,"LIB","no","no",0,"yes",0,0
"1595",163,1070676,1990,"Kennedy",1,"no","no","yes","no","yes","no","no",0,0,"yes",0,-0.27,-1.8,1.127578,"LIB","no","no",0,"yes",0,0
"1596",163,1070676,1990,"Stevens",0,"no","no","yes","no","yes","no","no",0,0,"yes",0,-0.5,-0.69,-1.767359,"LIB","no","no",0,"yes",0,1
"1597",163,1070676,1990,"White",0,"no","no","yes","no","yes","no","no",0,0,"yes",0,0,1.54,0.5520986,"LIB","no","no",0,"yes",0,1
"1598",163,1070676,1990,"Blackmun",0,"no","no","yes","no","yes","no","no",0,0,"yes",0,-0.77,-2.42,-1.185659,"LIB","no","no",0,"yes",0,1
"1599",163,1070676,1990,"Marshall",0,"no","no","yes","no","yes","no","no",0,0,"yes",0,1,4.18,-4.324195,"LIB","no","no",0,"yes",0,1
"1600",164,1080222,1990,"Rehnquist",1,"yes","no","no","no","yes","no","yes",0,1,"no",0,-0.91,-2.6,2.250001,"CON","no","no",1,"yes",0,1
"1601",164,1080222,1990,"Blackmun",0,"yes","no","no","no","yes","no","yes",0,1,"no",0,-0.77,-2.42,-1.185659,"CON","no","no",1,"yes",0,1
"1602",164,1080222,1990,"Marshall",0,"yes","no","no","no","yes","no","yes",0,1,"no",0,1,4.18,-4.324195,"CON","no","no",1,"yes",0,1
"1603",164,1080222,1990,"White",1,"yes","no","no","no","yes","no","yes",0,1,"no",0,0,1.54,0.5520986,"CON","no","no",1,"yes",0,1
"1604",164,1080222,1990,"Scalia",1,"yes","no","no","no","yes","no","yes",0,1,"no",0,-1,-2.71,2.060774,"CON","no","no",1,"yes",0,0
"1605",164,1080222,1990,"OConnor",1,"yes","no","no","no","yes","no","yes",0,1,"no",0,-0.17,-1.67,0.9809122,"CON","no","no",1,"yes",0,1
"1606",164,1080222,1990,"Kennedy",1,"yes","no","no","no","yes","no","yes",0,1,"no",0,-0.27,-1.8,1.127578,"CON","no","no",1,"yes",0,0
"1607",164,1080222,1990,"Brennan",0,"yes","no","no","no","yes","no","yes",0,1,"no",0,1,2.78,NA,"CON","no","no",1,"yes",0,1
"1608",164,1080222,1990,"Stevens",1,"yes","no","no","no","yes","no","yes",0,1,"no",0,-0.5,-0.69,-1.767359,"CON","no","no",1,"yes",0,1
"1609",165,1080276,1990,"OConnor",1,"yes","no","no","no","yes","yes","yes",0,1,"no",1,-0.17,-1.67,0.9809122,"CON","no","no",0,"yes",0,1
"1610",165,1080276,1990,"Rehnquist",1,"yes","no","no","no","yes","yes","yes",0,1,"no",1,-0.91,-2.6,2.250001,"CON","no","no",0,"yes",0,1
"1611",165,1080276,1990,"White",1,"yes","no","no","no","yes","yes","yes",0,1,"no",1,0,1.54,0.5520986,"CON","no","no",0,"yes",0,1
"1612",165,1080276,1990,"Marshall",0,"yes","no","no","no","yes","yes","yes",0,1,"no",1,1,4.18,-4.324195,"CON","no","no",0,"yes",0,1
"1613",165,1080276,1990,"Kennedy",1,"yes","no","no","no","yes","yes","yes",0,1,"no",1,-0.27,-1.8,1.127578,"CON","no","no",0,"yes",0,0
"1614",165,1080276,1990,"Blackmun",1,"yes","no","no","no","yes","yes","yes",0,1,"no",1,-0.77,-2.42,-1.185659,"CON","no","no",0,"yes",0,1
"1615",165,1080276,1990,"Scalia",1,"yes","no","no","no","yes","yes","yes",0,1,"no",1,-1,-2.71,2.060774,"CON","no","no",0,"yes",0,0
"1616",165,1080276,1990,"Stevens",1,"yes","no","no","no","yes","yes","yes",0,1,"no",1,-0.5,-0.69,-1.767359,"CON","no","no",0,"yes",0,1
"1617",165,1080276,1990,"Brennan",0,"yes","no","no","no","yes","yes","yes",0,1,"no",1,1,2.78,NA,"CON","no","no",0,"yes",0,1
"1618",166,1090001,1990,"Kennedy",0,"no","no","no","yes","yes","no","no",0,1,"no",0,-0.27,-1.8,1.127578,"LIB","no","no",0,"yes",1,0
"1619",166,1090001,1990,"Rehnquist",0,"no","no","no","yes","yes","no","no",0,1,"no",0,-0.91,-2.6,2.250001,"LIB","no","no",0,"yes",1,1
"1620",166,1090001,1990,"Blackmun",0,"no","no","no","yes","yes","no","no",0,1,"no",0,-0.77,-2.42,-1.185659,"LIB","no","no",0,"yes",1,1
"1621",166,1090001,1990,"Marshall",0,"no","no","no","yes","yes","no","no",0,1,"no",0,1,4.18,-4.324195,"LIB","no","no",0,"yes",1,1
"1622",166,1090001,1990,"Stevens",0,"no","no","no","yes","yes","no","no",0,1,"no",0,-0.5,-0.69,-1.767359,"LIB","no","no",0,"yes",1,1
"1623",166,1090001,1990,"OConnor",0,"no","no","no","yes","yes","no","no",0,1,"no",0,-0.17,-1.67,0.9809122,"LIB","no","no",0,"yes",1,1
"1624",166,1090001,1990,"Brennan",0,"no","no","no","yes","yes","no","no",0,1,"no",0,1,2.78,NA,"LIB","no","no",0,"yes",1,1
"1625",166,1090001,1990,"Scalia",0,"no","no","no","yes","yes","no","no",0,1,"no",0,-1,-2.71,2.060774,"LIB","no","no",0,"yes",1,0
"1626",166,1090001,1990,"White",0,"no","no","no","yes","yes","no","no",0,1,"no",0,0,1.54,0.5520986,"LIB","no","no",0,"yes",1,1
"1627",167,1090013,1990,"Rehnquist",1,"yes","no","no","no","yes","no","yes",0,0,"yes",0,-0.91,-2.6,2.250001,"CON","no","no",0,"yes",0,1
"1628",167,1090013,1990,"Scalia",1,"yes","no","no","no","yes","no","yes",0,0,"yes",0,-1,-2.71,2.060774,"CON","no","no",0,"yes",0,0
"1629",167,1090013,1990,"Marshall",0,"yes","no","no","no","yes","no","yes",0,0,"yes",0,1,4.18,-4.324195,"CON","no","no",0,"yes",0,1
"1630",167,1090013,1990,"OConnor",1,"yes","no","no","no","yes","no","yes",0,0,"yes",0,-0.17,-1.67,0.9809122,"CON","no","no",0,"yes",0,1
"1631",167,1090013,1990,"Stevens",0,"yes","no","no","no","yes","no","yes",0,0,"yes",0,-0.5,-0.69,-1.767359,"CON","no","no",0,"yes",0,1
"1632",167,1090013,1990,"White",1,"yes","no","no","no","yes","no","yes",0,0,"yes",0,0,1.54,0.5520986,"CON","no","no",0,"yes",0,1
"1633",167,1090013,1990,"Kennedy",1,"yes","no","no","no","yes","no","yes",0,0,"yes",0,-0.27,-1.8,1.127578,"CON","no","no",0,"yes",0,0
"1634",167,1090013,1990,"Brennan",0,"yes","no","no","no","yes","no","yes",0,0,"yes",0,1,2.78,NA,"CON","no","no",0,"yes",0,1
"1635",167,1090013,1990,"Blackmun",0,"yes","no","no","no","yes","no","yes",0,0,"yes",0,-0.77,-2.42,-1.185659,"CON","no","no",0,"yes",0,1
"1636",168,1090085,1990,"Brennan",0,"yes","no","no","no","yes","no","yes",0,0,"yes",0,1,2.78,NA,"LIB","no","no",0,"yes",0,1
"1637",168,1090085,1990,"Marshall",0,"yes","no","no","no","yes","no","yes",0,0,"yes",0,1,4.18,-4.324195,"LIB","no","no",0,"yes",0,1
"1638",168,1090085,1990,"Scalia",0,"yes","no","no","no","yes","no","yes",0,0,"yes",0,-1,-2.71,2.060774,"LIB","no","no",0,"yes",0,0
"1639",168,1090085,1990,"White",0,"yes","no","no","no","yes","no","yes",0,0,"yes",0,0,1.54,0.5520986,"LIB","no","no",0,"yes",0,1
"1640",168,1090085,1990,"Blackmun",1,"yes","no","no","no","yes","no","yes",0,0,"yes",0,-0.77,-2.42,-1.185659,"LIB","no","no",0,"yes",0,1
"1641",168,1090085,1990,"Rehnquist",1,"yes","no","no","no","yes","no","yes",0,0,"yes",0,-0.91,-2.6,2.250001,"LIB","no","no",0,"yes",0,1
"1642",168,1090085,1990,"Kennedy",0,"yes","no","no","no","yes","no","yes",0,0,"yes",0,-0.27,-1.8,1.127578,"LIB","no","no",0,"yes",0,0
"1643",168,1090085,1990,"Stevens",0,"yes","no","no","no","yes","no","yes",0,0,"yes",0,-0.5,-0.69,-1.767359,"LIB","no","no",0,"yes",0,1
"1644",168,1090085,1990,"OConnor",0,"yes","no","no","no","yes","no","yes",0,0,"yes",0,-0.17,-1.67,0.9809122,"LIB","no","no",0,"yes",0,1
"1645",169,1100301,1990,"Rehnquist",1,"no","no","no","yes","no","no","no",0,0,"no",0,-0.91,-2.6,2.250001,"CON","no","no",0,"no",0,1
"1646",169,1100301,1990,"Kennedy",1,"no","no","no","yes","no","no","no",0,0,"no",0,-0.27,-1.8,1.127578,"CON","no","no",0,"no",0,0
"1647",169,1100301,1990,"Scalia",1,"no","no","no","yes","no","no","no",0,0,"no",0,-1,-2.71,2.060774,"CON","no","no",0,"no",0,0
"1648",169,1100301,1990,"Stevens",0,"no","no","no","yes","no","no","no",0,0,"no",0,-0.5,-0.69,-1.767359,"CON","no","no",0,"no",0,1
"1649",169,1100301,1990,"OConnor",1,"no","no","no","yes","no","no","no",0,0,"no",0,-0.17,-1.67,0.9809122,"CON","no","no",0,"no",0,1
"1650",169,1100301,1990,"Marshall",0,"no","no","no","yes","no","no","no",0,0,"no",0,1,4.18,-4.324195,"CON","no","no",0,"no",0,1
"1651",169,1100301,1990,"Blackmun",1,"no","no","no","yes","no","no","no",0,0,"no",0,-0.77,-2.42,-1.185659,"CON","no","no",0,"no",0,1
"1652",169,1100301,1990,"White",1,"no","no","no","yes","no","no","no",0,0,"no",0,0,1.54,0.5520986,"CON","no","no",0,"no",0,1
"1653",169,1100301,1990,"Brennan",0,"no","no","no","yes","no","no","no",0,0,"no",0,1,2.78,NA,"CON","no","no",0,"no",0,1
"1654",170,1100412,1990,"Blackmun",1,"no","no","no","yes","no","no","no",0,0,"no",0,-0.77,-2.42,-1.185659,"CON","no","no",0,"no",0,1
"1655",170,1100412,1990,"Brennan",0,"no","no","no","yes","no","no","no",0,0,"no",0,1,2.78,NA,"CON","no","no",0,"no",0,1
"1656",170,1100412,1990,"Rehnquist",1,"no","no","no","yes","no","no","no",0,0,"no",0,-0.91,-2.6,2.250001,"CON","no","no",0,"no",0,1
"1657",170,1100412,1990,"OConnor",1,"no","no","no","yes","no","no","no",0,0,"no",0,-0.17,-1.67,0.9809122,"CON","no","no",0,"no",0,1
"1658",170,1100412,1990,"Marshall",0,"no","no","no","yes","no","no","no",0,0,"no",0,1,4.18,-4.324195,"CON","no","no",0,"no",0,1
"1659",170,1100412,1990,"Stevens",0,"no","no","no","yes","no","no","no",0,0,"no",0,-0.5,-0.69,-1.767359,"CON","no","no",0,"no",0,1
"1660",170,1100412,1990,"Scalia",1,"no","no","no","yes","no","no","no",0,0,"no",0,-1,-2.71,2.060774,"CON","no","no",0,"no",0,0
"1661",170,1100412,1990,"White",1,"no","no","no","yes","no","no","no",0,0,"no",0,0,1.54,0.5520986,"CON","no","no",0,"no",0,1
"1662",170,1100412,1990,"Kennedy",1,"no","no","no","yes","no","no","no",0,0,"no",0,-0.27,-1.8,1.127578,"CON","no","no",0,"no",0,0
"1663",171,1110148,1990,"Stevens",0,"yes","no","no","no","yes","no","yes",0,0,"no",0,-0.5,-0.69,-1.767359,"CON","no","no",0,"no",0,1
"1664",171,1110148,1990,"Brennan",0,"yes","no","no","no","yes","no","yes",0,0,"no",0,1,2.78,NA,"CON","no","no",0,"no",0,1
"1665",171,1110148,1990,"Scalia",1,"yes","no","no","no","yes","no","yes",0,0,"no",0,-1,-2.71,2.060774,"CON","no","no",0,"no",0,0
"1666",171,1110148,1990,"White",1,"yes","no","no","no","yes","no","yes",0,0,"no",0,0,1.54,0.5520986,"CON","no","no",0,"no",0,1
"1667",171,1110148,1990,"OConnor",1,"yes","no","no","no","yes","no","yes",0,0,"no",0,-0.17,-1.67,0.9809122,"CON","no","no",0,"no",0,1
"1668",171,1110148,1990,"Blackmun",1,"yes","no","no","no","yes","no","yes",0,0,"no",0,-0.77,-2.42,-1.185659,"CON","no","no",0,"no",0,1
"1669",171,1110148,1990,"Kennedy",1,"yes","no","no","no","yes","no","yes",0,0,"no",0,-0.27,-1.8,1.127578,"CON","no","no",0,"no",0,0
"1670",171,1110148,1990,"Rehnquist",1,"yes","no","no","no","yes","no","yes",0,0,"no",0,-0.91,-2.6,2.250001,"CON","no","no",0,"no",0,1
"1671",171,1110148,1990,"Marshall",0,"yes","no","no","no","yes","no","yes",0,0,"no",0,1,4.18,-4.324195,"CON","no","no",0,"no",0,1
"1672",172,1130690,1991,"Marshall",0,"no","no","yes","no","no","no","no",0,0,"no",0,1,4.18,NA,"CON",NA,NA,0,"no",0,1
"1673",172,1130690,1991,"White",1,"no","no","yes","no","no","no","no",0,0,"no",0,0,1.54,0.5200183,"CON",NA,NA,0,"no",0,1
"1674",172,1130690,1991,"Kennedy",1,"no","no","yes","no","no","no","no",0,0,"no",0,-0.27,-1.8,0.760816,"CON",NA,NA,0,"no",0,0
"1675",172,1130690,1991,"Scalia",1,"no","no","yes","no","no","no","no",0,0,"no",0,-1,-2.71,2.383782,"CON",NA,NA,0,"no",0,0
"1676",172,1130690,1991,"Blackmun",1,"no","no","yes","no","no","no","no",0,0,"no",0,-0.77,-2.42,-1.441794,"CON",NA,NA,0,"no",0,1
"1677",172,1130690,1991,"Stevens",0,"no","no","yes","no","no","no","no",0,0,"no",0,-0.5,-0.69,-2.166938,"CON",NA,NA,0,"no",0,1
"1678",172,1130690,1991,"Souter",1,"no","no","yes","no","no","no","no",0,0,"no",0,-0.34,-1.89,0.5733528,"CON",NA,NA,0,"no",0,0
"1679",172,1130690,1991,"Rehnquist",1,"no","no","yes","no","no","no","no",0,0,"no",0,-0.91,-2.6,1.958865,"CON",NA,NA,0,"no",0,1
"1680",172,1130690,1991,"OConnor",1,"no","no","yes","no","no","no","no",0,0,"no",0,-0.17,-1.67,0.5597955,"CON",NA,NA,0,"no",0,1
"1681",173,1140297,1991,"Rehnquist",1,"no","no","no","yes","yes","no","no",0,0,"no",1,-0.91,-2.6,1.958865,"CON","no",NA,0,"no",0,1
"1682",173,1140297,1991,"Souter",1,"no","no","no","yes","yes","no","no",0,0,"no",1,-0.34,-1.89,0.5733528,"CON","no",NA,0,"no",0,0
"1683",173,1140297,1991,"White",1,"no","no","no","yes","yes","no","no",0,0,"no",1,0,1.54,0.5200183,"CON","no",NA,0,"no",0,1
"1684",173,1140297,1991,"Kennedy",1,"no","no","no","yes","yes","no","no",0,0,"no",1,-0.27,-1.8,0.760816,"CON","no",NA,0,"no",0,0
"1685",173,1140297,1991,"Marshall",0,"no","no","no","yes","yes","no","no",0,0,"no",1,1,4.18,NA,"CON","no",NA,0,"no",0,1
"1686",173,1140297,1991,"OConnor",1,"no","no","no","yes","yes","no","no",0,0,"no",1,-0.17,-1.67,0.5597955,"CON","no",NA,0,"no",0,1
"1687",173,1140297,1991,"Stevens",0,"no","no","no","yes","yes","no","no",0,0,"no",1,-0.5,-0.69,-2.166938,"CON","no",NA,0,"no",0,1
"1688",173,1140297,1991,"Blackmun",1,"no","no","no","yes","yes","no","no",0,0,"no",1,-0.77,-2.42,-1.441794,"CON","no",NA,0,"no",0,1
"1689",173,1140297,1991,"Scalia",1,"no","no","no","yes","yes","no","no",0,0,"no",1,-1,-2.71,2.383782,"CON","no",NA,0,"no",0,0
"1690",174,1140619,1991,"Kennedy",1,"no","no","no","yes","yes","no","yes",1,0,"no",0,-0.27,-1.8,0.760816,"CON","no",NA,0,"no",0,0
"1691",174,1140619,1991,"Souter",1,"no","no","no","yes","yes","no","yes",1,0,"no",0,-0.34,-1.89,0.5733528,"CON","no",NA,0,"no",0,0
"1692",174,1140619,1991,"Marshall",0,"no","no","no","yes","yes","no","yes",1,0,"no",0,1,4.18,NA,"CON","no",NA,0,"no",0,1
"1693",174,1140619,1991,"OConnor",1,"no","no","no","yes","yes","no","yes",1,0,"no",0,-0.17,-1.67,0.5597955,"CON","no",NA,0,"no",0,1
"1694",174,1140619,1991,"White",0,"no","no","no","yes","yes","no","yes",1,0,"no",0,0,1.54,0.5200183,"CON","no",NA,0,"no",0,1
"1695",174,1140619,1991,"Stevens",0,"no","no","no","yes","yes","no","yes",1,0,"no",0,-0.5,-0.69,-2.166938,"CON","no",NA,0,"no",0,1
"1696",174,1140619,1991,"Blackmun",1,"no","no","no","yes","yes","no","yes",1,0,"no",0,-0.77,-2.42,-1.441794,"CON","no",NA,0,"no",0,1
"1697",174,1140619,1991,"Rehnquist",1,"no","no","no","yes","yes","no","yes",1,0,"no",0,-0.91,-2.6,1.958865,"CON","no",NA,0,"no",0,1
"1698",174,1140619,1991,"Scalia",1,"no","no","no","yes","yes","no","yes",1,0,"no",0,-1,-2.71,2.383782,"CON","no",NA,0,"no",0,0
"1699",175,1150389,1991,"Stevens",0,"no","no","no","no","yes","no","no",0,0,"no",1,-0.5,-0.69,-2.166938,"CON","no",NA,0,"no",0,1
"1700",175,1150389,1991,"Marshall",0,"no","no","no","no","yes","no","no",0,0,"no",1,1,4.18,NA,"CON","no",NA,0,"no",0,1
"1701",175,1150389,1991,"Rehnquist",1,"no","no","no","no","yes","no","no",0,0,"no",1,-0.91,-2.6,1.958865,"CON","no",NA,0,"no",0,1
"1702",175,1150389,1991,"Scalia",1,"no","no","no","no","yes","no","no",0,0,"no",1,-1,-2.71,2.383782,"CON","no",NA,0,"no",0,0
"1703",175,1150389,1991,"White",1,"no","no","no","no","yes","no","no",0,0,"no",1,0,1.54,0.5200183,"CON","no",NA,0,"no",0,1
"1704",175,1150389,1991,"OConnor",1,"no","no","no","no","yes","no","no",0,0,"no",1,-0.17,-1.67,0.5597955,"CON","no",NA,0,"no",0,1
"1705",175,1150389,1991,"Blackmun",0,"no","no","no","no","yes","no","no",0,0,"no",1,-0.77,-2.42,-1.441794,"CON","no",NA,0,"no",0,1
"1706",175,1150389,1991,"Kennedy",1,"no","no","no","no","yes","no","no",0,0,"no",1,-0.27,-1.8,0.760816,"CON","no",NA,0,"no",0,0
"1707",175,1150389,1991,"Warren",0,"no","no","no","no","yes","no","no",0,0,"no",1,0.5,0.56,NA,"CON","no",NA,0,"no",0,0
"1708",175,1150389,1991,"Souter",1,"no","no","no","no","yes","no","no",0,0,"no",1,-0.34,-1.89,0.5733528,"CON","no",NA,0,"no",0,0
"1709",176,1190112,1990,"Brennan",0,"yes","no","no","no","yes","yes","yes",0,0,"no",1,1,2.78,NA,"CON","no","no",0,"no",0,1
"1710",176,1190112,1990,"Blackmun",1,"yes","no","no","no","yes","yes","yes",0,0,"no",1,-0.77,-2.42,-1.185659,"CON","no","no",0,"no",0,1
"1711",176,1190112,1990,"Stevens",1,"yes","no","no","no","yes","yes","yes",0,0,"no",1,-0.5,-0.69,-1.767359,"CON","no","no",0,"no",0,1
"1712",176,1190112,1990,"Marshall",0,"yes","no","no","no","yes","yes","yes",0,0,"no",1,1,4.18,-4.324195,"CON","no","no",0,"no",0,1
"1713",176,1190112,1990,"Kennedy",1,"yes","no","no","no","yes","yes","yes",0,0,"no",1,-0.27,-1.8,1.127578,"CON","no","no",0,"no",0,0
"1714",176,1190112,1990,"Rehnquist",1,"yes","no","no","no","yes","yes","yes",0,0,"no",1,-0.91,-2.6,2.250001,"CON","no","no",0,"no",0,1
"1715",176,1190112,1990,"Scalia",1,"yes","no","no","no","yes","yes","yes",0,0,"no",1,-1,-2.71,2.060774,"CON","no","no",0,"no",0,0
"1716",176,1190112,1990,"White",1,"yes","no","no","no","yes","yes","yes",0,0,"no",1,0,1.54,0.5520986,"CON","no","no",0,"no",0,1
"1717",176,1190112,1990,"OConnor",1,"yes","no","no","no","yes","yes","yes",0,0,"no",1,-0.17,-1.67,0.9809122,"CON","no","no",0,"no",0,1
"1718",177,1240334,1993,"Souter",0,"no","no","yes","no","yes","no","no",0,0,"no",0,-0.34,-1.89,-0.3676356,"LIB",NA,NA,0,"no",0,0
"1719",177,1240334,1993,"Thomas",1,"no","no","yes","no","yes","no","no",0,0,"no",0,-0.68,-2.31,3.346634,"LIB",NA,NA,0,"no",0,0
"1720",177,1240334,1993,"Scalia",0,"no","no","yes","no","yes","no","no",0,0,"no",0,-1,-2.71,2.524721,"LIB",NA,NA,0,"no",0,0
"1721",177,1240334,1993,"OConnor",0,"no","no","yes","no","yes","no","no",0,0,"no",0,-0.17,-1.67,0.8758318,"LIB",NA,NA,0,"no",0,1
"1722",177,1240334,1993,"Blackmun",1,"no","no","yes","no","yes","no","no",0,0,"no",0,-0.77,-2.42,-1.880578,"LIB",NA,NA,0,"no",0,1
"1723",177,1240334,1993,"Stevens",0,"no","no","yes","no","yes","no","no",0,0,"no",0,-0.5,-0.69,-2.576708,"LIB",NA,NA,0,"no",0,1
"1724",177,1240334,1993,"White",0,"no","no","yes","no","yes","no","no",0,0,"no",0,0,1.54,NA,"LIB",NA,NA,0,"no",0,1
"1725",177,1240334,1993,"Kennedy",0,"no","no","yes","no","yes","no","no",0,0,"no",0,-0.27,-1.8,0.7448439,"LIB",NA,NA,0,"no",0,0
"1726",177,1240334,1993,"Rehnquist",1,"no","no","yes","no","yes","no","no",0,0,"no",0,-0.91,-2.6,1.714035,"LIB",NA,NA,0,"no",0,1
"1727",178,1310034,1995,"Stevens",0,"no","no","no","yes","yes","no","no",1,0,"no",0,-0.5,-0.69,-3.184061,"CON",NA,NA,0,"no",0,1
"1728",178,1310034,1995,"Souter",1,"no","no","no","yes","yes","no","no",1,0,"no",0,-0.34,-1.89,-0.5679618,"CON",NA,NA,0,"no",0,0
"1729",178,1310034,1995,"Scalia",1,"no","no","no","yes","yes","no","no",1,0,"no",0,-1,-2.71,3.048051,"CON",NA,NA,0,"no",0,0
"1730",178,1310034,1995,"Ginsburg",0,"no","no","no","yes","yes","no","no",1,0,"no",0,0.36,1.99,-0.6637552,"CON",NA,NA,0,"no",0,0
"1731",178,1310034,1995,"Kennedy",1,"no","no","no","yes","yes","no","no",1,0,"no",0,-0.27,-1.8,0.5816211,"CON",NA,NA,0,"no",0,0
"1732",178,1310034,1995,"Breyer",1,"no","no","no","yes","yes","no","no",1,0,"no",0,-0.05,1.47,-0.7348315,"CON",NA,NA,0,"no",0,0
"1733",178,1310034,1995,"Rehnquist",1,"no","no","no","yes","yes","no","no",1,0,"no",0,-0.91,-2.6,1.701559,"CON",NA,NA,0,"no",0,1
"1734",178,1310034,1995,"OConnor",1,"no","no","no","yes","yes","no","no",1,0,"no",0,-0.17,-1.67,0.7068263,"CON",NA,NA,0,"no",0,1
"1735",178,1310034,1995,"Thomas",1,"no","no","no","yes","yes","no","no",1,0,"no",0,-0.68,-2.31,3.622013,"CON",NA,NA,0,"no",0,0
"1736",179,1310976,1995,"Scalia",0,"yes","no","no","no","yes","yes","no",1,0,"no",0,-1,-2.71,3.048051,"LIB",NA,NA,0,"no",1,0
"1737",179,1310976,1995,"Stevens",0,"yes","no","no","no","yes","yes","no",1,0,"no",0,-0.5,-0.69,-3.184061,"LIB",NA,NA,0,"no",1,1
"1738",179,1310976,1995,"Rehnquist",0,"yes","no","no","no","yes","yes","no",1,0,"no",0,-0.91,-2.6,1.701559,"LIB",NA,NA,0,"no",1,1
"1739",179,1310976,1995,"Souter",0,"yes","no","no","no","yes","yes","no",1,0,"no",0,-0.34,-1.89,-0.5679618,"LIB",NA,NA,0,"no",1,0
"1740",179,1310976,1995,"Breyer",0,"yes","no","no","no","yes","yes","no",1,0,"no",0,-0.05,1.47,-0.7348315,"LIB",NA,NA,0,"no",1,0
"1741",179,1310976,1995,"Thomas",0,"yes","no","no","no","yes","yes","no",1,0,"no",0,-0.68,-2.31,3.622013,"LIB",NA,NA,0,"no",1,0
"1742",179,1310976,1995,"OConnor",0,"yes","no","no","no","yes","yes","no",1,0,"no",0,-0.17,-1.67,0.7068263,"LIB",NA,NA,0,"no",1,1
"1743",179,1310976,1995,"Kennedy",0,"yes","no","no","no","yes","yes","no",1,0,"no",0,-0.27,-1.8,0.5816211,"LIB",NA,NA,0,"no",1,0
"1744",179,1310976,1995,"Ginsburg",0,"yes","no","no","no","yes","yes","no",1,0,"no",0,0.36,1.99,-0.6637552,"LIB",NA,NA,0,"no",1,0
"1745",180,1320564,1995,"Rehnquist",1,"no","no","yes","no","yes","no","no",0,0,"no",0,-0.91,-2.6,1.701559,"CON",NA,NA,0,"no",0,1
"1746",180,1320564,1995,"Thomas",1,"no","no","yes","no","yes","no","no",0,0,"no",0,-0.68,-2.31,3.622013,"CON",NA,NA,0,"no",0,0
"1747",180,1320564,1995,"Breyer",1,"no","no","yes","no","yes","no","no",0,0,"no",0,-0.05,1.47,-0.7348315,"CON",NA,NA,0,"no",0,0
"1748",180,1320564,1995,"Scalia",1,"no","no","yes","no","yes","no","no",0,0,"no",0,-1,-2.71,3.048051,"CON",NA,NA,0,"no",0,0
"1749",180,1320564,1995,"Stevens",0,"no","no","yes","no","yes","no","no",0,0,"no",0,-0.5,-0.69,-3.184061,"CON",NA,NA,0,"no",0,1
"1750",180,1320564,1995,"Ginsburg",1,"no","no","yes","no","yes","no","no",0,0,"no",0,0.36,1.99,-0.6637552,"CON",NA,NA,0,"no",0,0
"1751",180,1320564,1995,"OConnor",0,"no","no","yes","no","yes","no","no",0,0,"no",0,-0.17,-1.67,0.7068263,"CON",NA,NA,0,"no",0,1
"1752",180,1320564,1995,"Souter",0,"no","no","yes","no","yes","no","no",0,0,"no",0,-0.34,-1.89,-0.5679618,"CON",NA,NA,0,"no",0,0
"1753",180,1320564,1995,"Kennedy",1,"no","no","yes","no","yes","no","no",0,0,"no",0,-0.27,-1.8,0.5816211,"CON",NA,NA,0,"no",0,0
"1754",181,1340911,1996,"Stevens",0,"no","no","no","yes","yes","no","no",0,0,"no",0,-0.5,-0.69,-3.303756,"LIB",NA,NA,1,"no",0,1
"1755",181,1340911,1996,"OConnor",0,"no","no","no","yes","yes","no","no",0,0,"no",0,-0.17,-1.67,0.8258055,"LIB",NA,NA,1,"no",0,1
"1756",181,1340911,1996,"Ginsburg",0,"no","no","no","yes","yes","no","no",0,0,"no",0,0.36,1.99,-0.8688009,"LIB",NA,NA,1,"no",0,0
"1757",181,1340911,1996,"Breyer",0,"no","no","no","yes","yes","no","no",0,0,"no",0,-0.05,1.47,-0.9827857,"LIB",NA,NA,1,"no",0,0
"1758",181,1340911,1996,"Thomas",0,"no","no","no","yes","yes","no","no",0,0,"no",0,-0.68,-2.31,3.729351,"LIB",NA,NA,1,"no",0,0
"1759",181,1340911,1996,"Souter",0,"no","no","no","yes","yes","no","no",0,0,"no",0,-0.34,-1.89,-0.6165107,"LIB",NA,NA,1,"no",0,0
"1760",181,1340911,1996,"Rehnquist",0,"no","no","no","yes","yes","no","no",0,0,"no",0,-0.91,-2.6,1.579867,"LIB",NA,NA,1,"no",0,1
"1761",181,1340911,1996,"Scalia",1,"no","no","no","yes","yes","no","no",0,0,"no",0,-1,-2.71,3.31133,"LIB",NA,NA,1,"no",0,0
"1762",181,1340911,1996,"Kennedy",0,"no","no","no","yes","yes","no","no",0,0,"no",0,-0.27,-1.8,0.7027297,"LIB",NA,NA,1,"no",0,0
