"","casekey","sctcite","year","justice","vote","house","business","person","car","search","warrant","lctpc","lctinc","lctaft","lctunl","except","segcov","ideology","mqscore","sctdec","other","notprop","us","arrest","unanmous","gates_justices"
"401",45,290564,1971,"Douglas",0,"yes","no","no","no","yes","no","no",0,0,"no",1,0.46,3.5,-6.576632,"LIB","no","no",0,"no",0,0
"402",45,290564,1971,"Blackmun",1,"yes","no","no","no","yes","no","no",0,0,"no",1,-0.77,-2.42,1.838476,"LIB","no","no",0,"no",0,1
"403",45,290564,1971,"Brennan",0,"yes","no","no","no","yes","no","no",0,0,"no",1,1,2.78,-1.142321,"LIB","no","no",0,"no",0,1
"404",45,290564,1971,"Brennan",0,"no","no","no","yes","yes","yes","yes",0,1,"no",0,1,2.78,-1.142321,"LIB","no","no",0,"yes",0,1
"405",45,290564,1971,"Marshall",0,"yes","no","no","no","yes","no","no",0,0,"no",1,1,4.18,-1.03554,"LIB","no","no",0,"no",0,1
"406",45,290564,1971,"Black",1,"yes","no","no","no","yes","no","no",0,0,"no",1,0.75,3.87,NA,"LIB","no","no",0,"no",0,0
"407",45,290564,1971,"Harlan",0,"no","no","no","yes","yes","yes","yes",0,1,"no",0,0.75,0.87,NA,"LIB","no","no",0,"yes",0,0
"408",45,290564,1971,"White",1,"yes","no","no","no","yes","no","no",0,0,"no",1,0,1.54,0.7747171,"LIB","no","no",0,"no",0,1
"409",45,290564,1971,"Douglas",0,"no","no","no","yes","yes","yes","yes",0,1,"no",0,0.46,3.5,-6.576632,"LIB","no","no",0,"yes",0,0
"410",45,290564,1971,"Black",1,"no","no","no","yes","yes","yes","yes",0,1,"no",0,0.75,3.87,NA,"LIB","no","no",0,"yes",0,0
"411",45,290564,1971,"Burger",1,"yes","no","no","no","yes","no","no",0,0,"no",1,-0.77,-2.42,2.484539,"LIB","no","no",0,"no",0,1
"412",45,290564,1971,"Harlan",1,"yes","no","no","no","yes","no","no",0,0,"no",1,0.75,0.87,NA,"LIB","no","no",0,"no",0,0
"413",45,290564,1971,"Blackmun",1,"no","no","no","yes","yes","yes","yes",0,1,"no",0,-0.77,-2.42,1.838476,"LIB","no","no",0,"yes",0,1
"414",46,290723,1971,"Burger",1,"yes","no","no","no","yes","yes","no",0,0,"no",0,-0.77,-2.42,2.484539,"CON","no","no",1,"no",0,1
"415",46,290723,1971,"White",1,"yes","no","no","no","yes","yes","no",0,0,"no",0,0,1.54,0.7747171,"CON","no","no",1,"no",0,1
"416",46,290723,1971,"Blackmun",1,"yes","no","no","no","yes","yes","no",0,0,"no",0,-0.77,-2.42,1.838476,"CON","no","no",1,"no",0,1
"417",46,290723,1971,"Douglas",0,"yes","no","no","no","yes","yes","no",0,0,"no",0,0.46,3.5,-6.576632,"CON","no","no",1,"no",0,0
"418",46,290723,1971,"Marshall",0,"yes","no","no","no","yes","yes","no",0,0,"no",0,1,4.18,-1.03554,"CON","no","no",1,"no",0,1
"419",46,290723,1971,"Harlan",0,"yes","no","no","no","yes","yes","no",0,0,"no",0,0.75,0.87,NA,"CON","no","no",1,"no",0,0
"420",46,290723,1971,"Black",1,"yes","no","no","no","yes","yes","no",0,0,"no",0,0.75,3.87,NA,"CON","no","no",1,"no",0,0
"421",46,290723,1971,"Stewart",1,"yes","no","no","no","yes","yes","no",0,0,"no",0,0.5,0.56,0.2039646,"CON","no","no",1,"no",0,0
"422",46,290723,1971,"Brennan",0,"yes","no","no","no","yes","yes","no",0,0,"no",0,1,2.78,-1.142321,"CON","no","no",1,"no",0,1
"423",47,320087,1972,"Stewart",1,"no","yes","no","no","yes","no","no",0,0,"no",1,0.5,0.56,0.1894044,"CON","no","no",1,"no",0,0
"424",47,320087,1972,"White",1,"no","yes","no","no","yes","no","no",0,0,"no",1,0,1.54,1.046254,"CON","no","no",1,"no",0,1
"425",47,320087,1972,"Harlan",1,"no","yes","no","no","yes","no","no",0,0,"no",1,0.75,0.87,NA,"CON","no","no",1,"no",0,0
"426",47,320087,1972,"Brennan",1,"no","yes","no","no","yes","no","no",0,0,"no",1,1,2.78,-1.412626,"CON","no","no",1,"no",0,1
"427",47,320087,1972,"Douglas",1,"no","yes","no","no","yes","no","no",0,0,"no",1,0.46,3.5,-6.598461,"CON","no","no",1,"no",0,0
"428",47,320087,1972,"Burger",1,"no","yes","no","no","yes","no","no",0,0,"no",1,-0.77,-2.42,2.305812,"CON","no","no",1,"no",0,1
"429",47,320087,1972,"Blackmun",1,"no","yes","no","no","yes","no","no",0,0,"no",1,-0.77,-2.42,1.484083,"CON","no","no",1,"no",0,1
"430",47,320087,1972,"Black",0,"no","yes","no","no","yes","no","no",0,0,"no",1,0.75,3.87,NA,"CON","no","no",1,"no",0,0
"431",47,320087,1972,"Marshall",1,"no","yes","no","no","yes","no","no",0,0,"no",1,1,4.18,-1.332852,"CON","no","no",1,"no",0,1
"432",48,320612,1972,"White",1,"no","no","yes","no","no","no","no",0,0,"no",0,0,1.54,1.046254,"CON","no","no",0,"no",0,1
"433",48,320612,1972,"Douglas",0,"no","no","yes","no","no","no","no",0,0,"no",0,0.46,3.5,-6.598461,"CON","no","no",0,"no",0,0
"434",48,320612,1972,"Powell",1,"no","no","yes","no","no","no","no",0,0,"no",0,-0.67,-0.69,1.292547,"CON","no","no",0,"no",0,1
"435",48,320612,1972,"Burger",1,"no","no","yes","no","no","no","no",0,0,"no",0,-0.77,-2.42,2.305812,"CON","no","no",0,"no",0,1
"436",48,320612,1972,"Brennan",0,"no","no","yes","no","no","no","no",0,0,"no",0,1,2.78,-1.412626,"CON","no","no",0,"no",0,1
"437",48,320612,1972,"Blackmun",1,"no","no","yes","no","no","no","no",0,0,"no",0,-0.77,-2.42,1.484083,"CON","no","no",0,"no",0,1
"438",48,320612,1972,"Marshall",0,"no","no","yes","no","no","no","no",0,0,"no",0,1,4.18,-1.332852,"CON","no","no",0,"no",0,1
"439",48,320612,1972,"Rehnquist",1,"no","no","yes","no","no","no","no",0,0,"no",0,-0.91,-2.6,3.959921,"CON","no","no",0,"no",0,1
"440",48,320612,1972,"Stewart",1,"no","no","yes","no","no","no","no",0,0,"no",0,0.5,0.56,0.1894044,"CON","no","no",0,"no",0,0
"441",49,320752,1972,"Stewart",1,"yes","no","no","no","yes","no","no",0,0,"no",0,0.5,0.56,0.1894044,"LIB","no","no",1,"no",1,0
"442",49,320752,1972,"Marshall",1,"yes","no","no","no","yes","no","no",0,0,"no",0,1,4.18,-1.332852,"LIB","no","no",1,"no",1,1
"443",49,320752,1972,"Douglas",1,"yes","no","no","no","yes","no","no",0,0,"no",0,0.46,3.5,-6.598461,"LIB","no","no",1,"no",1,0
"444",49,320752,1972,"White",1,"yes","no","no","no","yes","no","no",0,0,"no",0,0,1.54,1.046254,"LIB","no","no",1,"no",1,1
"445",49,320752,1972,"Blackmun",1,"yes","no","no","no","yes","no","no",0,0,"no",0,-0.77,-2.42,1.484083,"LIB","no","no",1,"no",1,1
"446",49,320752,1972,"Brennan",1,"yes","no","no","no","yes","no","no",0,0,"no",0,1,2.78,-1.412626,"LIB","no","no",1,"no",1,1
"447",49,320752,1972,"Burger",1,"yes","no","no","no","yes","no","no",0,0,"no",0,-0.77,-2.42,2.305812,"LIB","no","no",1,"no",1,1
"448",49,320752,1972,"Powell",1,"yes","no","no","no","yes","no","no",0,0,"no",0,-0.67,-0.69,1.292547,"LIB","no","no",1,"no",1,1
"449",50,320783,1972,"Stewart",1,"no","no","yes","no","yes","yes","yes",0,0,"no",0,0.5,0.56,0.1894044,"CON","no","no",0,"no",1,0
"450",50,320783,1972,"Powell",1,"no","no","yes","no","yes","yes","yes",0,0,"no",0,-0.67,-0.69,1.292547,"CON","no","no",0,"no",1,1
"451",50,320783,1972,"Marshall",1,"no","no","yes","no","yes","yes","yes",0,0,"no",0,1,4.18,-1.332852,"CON","no","no",0,"no",1,1
"452",50,320783,1972,"White",1,"no","no","yes","no","yes","yes","yes",0,0,"no",0,0,1.54,1.046254,"CON","no","no",0,"no",1,1
"453",50,320783,1972,"Douglas",1,"no","no","yes","no","yes","yes","yes",0,0,"no",0,0.46,3.5,-6.598461,"CON","no","no",0,"no",1,0
"454",50,320783,1972,"Brennan",1,"no","no","yes","no","yes","yes","yes",0,0,"no",0,1,2.78,-1.412626,"CON","no","no",0,"no",1,1
"455",50,320783,1972,"Burger",1,"no","no","yes","no","yes","yes","yes",0,0,"no",0,-0.77,-2.42,2.305812,"CON","no","no",0,"no",1,1
"456",50,320783,1972,"Blackmun",1,"no","no","yes","no","yes","yes","yes",0,0,"no",0,-0.77,-2.42,1.484083,"CON","no","no",0,"no",1,1
"457",50,320783,1972,"Rehnquist",1,"no","no","yes","no","yes","yes","yes",0,0,"no",0,-0.91,-2.6,3.959921,"CON","no","no",0,"no",1,1
"458",51,330308,1972,"Burger",0,"no","no","no","no","yes","no","no",0,0,"no",0,-0.77,-2.42,2.305812,"LIB","no","yes",1,"no",1,1
"459",51,330308,1972,"White",0,"no","no","no","no","yes","no","no",0,0,"no",0,0,1.54,1.046254,"LIB","no","yes",1,"no",1,1
"460",51,330308,1972,"Brennan",0,"no","no","no","no","yes","no","no",0,0,"no",0,1,2.78,-1.412626,"LIB","no","yes",1,"no",1,1
"461",51,330308,1972,"Powell",0,"no","no","no","no","yes","no","no",0,0,"no",0,-0.67,-0.69,1.292547,"LIB","no","yes",1,"no",1,1
"462",51,330308,1972,"Douglas",0,"no","no","no","no","yes","no","no",0,0,"no",0,0.46,3.5,-6.598461,"LIB","no","yes",1,"no",1,0
"463",51,330308,1972,"Rehnquist",0,"no","no","no","no","yes","no","no",0,0,"no",0,-0.91,-2.6,3.959921,"LIB","no","yes",1,"no",1,1
"464",51,330308,1972,"Blackmun",0,"no","no","no","no","yes","no","no",0,0,"no",0,-0.77,-2.42,1.484083,"LIB","no","yes",1,"no",1,1
"465",51,330308,1972,"Marshall",0,"no","no","no","no","yes","no","no",0,0,"no",0,1,4.18,-1.332852,"LIB","no","yes",1,"no",1,1
"466",51,330308,1972,"Stewart",0,"no","no","no","no","yes","no","no",0,0,"no",0,0.5,0.56,0.1894044,"LIB","no","yes",1,"no",1,0
"467",52,350067,1973,"Blackmun",1,"no","no","yes","no","no","no","no",0,0,"no",1,-0.77,-2.42,1.339433,"CON","no","no",1,"no",0,1
"468",52,350067,1973,"Brennan",0,"no","no","yes","no","no","no","no",0,0,"no",1,1,2.78,-1.750262,"CON","no","no",1,"no",0,1
"469",52,350067,1973,"Burger",1,"no","no","yes","no","no","no","no",0,0,"no",1,-0.77,-2.42,2.229605,"CON","no","no",1,"no",0,1
"470",52,350067,1973,"White",1,"no","no","yes","no","no","no","no",0,0,"no",1,0,1.54,0.600987,"CON","no","no",1,"no",0,1
"471",52,350067,1973,"Powell",1,"no","no","yes","no","no","no","no",0,0,"no",1,-0.67,-0.69,1.252442,"CON","no","no",1,"no",0,1
"472",52,350067,1973,"Marshall",0,"no","no","yes","no","no","no","no",0,0,"no",1,1,4.18,-1.507187,"CON","no","no",1,"no",0,1
"473",52,350067,1973,"Stewart",1,"no","no","yes","no","no","no","no",0,0,"no",1,0.5,0.56,0.5515532,"CON","no","no",1,"no",0,0
"474",52,350067,1973,"Rehnquist",1,"no","no","yes","no","no","no","no",0,0,"no",1,-0.91,-2.6,4.212717,"CON","no","no",1,"no",0,1
"475",52,350067,1973,"Douglas",0,"no","no","yes","no","no","no","no",0,0,"no",1,0.46,3.5,-6.637125,"CON","no","no",1,"no",0,0
"476",53,350099,1973,"Powell",1,"no","no","yes","no","no","no","no",0,0,"no",1,-0.67,-0.69,1.252442,"CON","no","no",1,"no",0,1
"477",53,350099,1973,"Stewart",1,"no","no","yes","no","no","no","no",0,0,"no",1,0.5,0.56,0.5515532,"CON","no","no",1,"no",0,0
"478",53,350099,1973,"Blackmun",1,"no","no","yes","no","no","no","no",0,0,"no",1,-0.77,-2.42,1.339433,"CON","no","no",1,"no",0,1
"479",53,350099,1973,"Burger",1,"no","no","yes","no","no","no","no",0,0,"no",1,-0.77,-2.42,2.229605,"CON","no","no",1,"no",0,1
"480",53,350099,1973,"Douglas",0,"no","no","yes","no","no","no","no",0,0,"no",1,0.46,3.5,-6.637125,"CON","no","no",1,"no",0,0
"481",53,350099,1973,"White",1,"no","no","yes","no","no","no","no",0,0,"no",1,0,1.54,0.600987,"CON","no","no",1,"no",0,1
"482",53,350099,1973,"Marshall",0,"no","no","yes","no","no","no","no",0,0,"no",1,1,4.18,-1.507187,"CON","no","no",1,"no",0,1
"483",53,350099,1973,"Rehnquist",1,"no","no","yes","no","no","no","no",0,0,"no",1,-0.91,-2.6,4.212717,"CON","no","no",1,"no",0,1
"484",53,350099,1973,"Brennan",0,"no","no","yes","no","no","no","no",0,0,"no",1,1,2.78,-1.750262,"CON","no","no",1,"no",0,1
"485",54,360208,1973,"Blackmun",1,"no","no","no","no","yes","yes","yes",0,0,"no",0,-0.77,-2.42,1.339433,"CON","no","yes",1,"no",1,1
"486",54,360208,1973,"Burger",1,"no","no","no","no","yes","yes","yes",0,0,"no",0,-0.77,-2.42,2.229605,"CON","no","yes",1,"no",1,1
"487",54,360208,1973,"Stewart",1,"no","no","no","no","yes","yes","yes",0,0,"no",0,0.5,0.56,0.5515532,"CON","no","yes",1,"no",1,0
"488",54,360208,1973,"Brennan",1,"no","no","no","no","yes","yes","yes",0,0,"no",0,1,2.78,-1.750262,"CON","no","yes",1,"no",1,1
"489",54,360208,1973,"Marshall",1,"no","no","no","no","yes","yes","yes",0,0,"no",0,1,4.18,-1.507187,"CON","no","yes",1,"no",1,1
"490",54,360208,1973,"Douglas",1,"no","no","no","no","yes","yes","yes",0,0,"no",0,0.46,3.5,-6.637125,"CON","no","yes",1,"no",1,0
"491",54,360208,1973,"Rehnquist",1,"no","no","no","no","yes","yes","yes",0,0,"no",0,-0.91,-2.6,4.212717,"CON","no","yes",1,"no",1,1
"492",54,360208,1973,"Powell",1,"no","no","no","no","yes","yes","yes",0,0,"no",0,-0.67,-0.69,1.252442,"CON","no","yes",1,"no",1,1
"493",54,360208,1973,"White",1,"no","no","no","no","yes","yes","yes",0,0,"no",0,0,1.54,0.600987,"CON","no","yes",1,"no",1,1
"494",55,360854,1973,"White",1,"no","no","no","yes","yes","no","no",0,0,"no",1,0,1.54,0.600987,"CON","no","no",0,"no",0,1
"495",55,360854,1973,"Marshall",0,"no","no","no","yes","yes","no","no",0,0,"no",1,1,4.18,-1.507187,"CON","no","no",0,"no",0,1
"496",55,360854,1973,"Brennan",0,"no","no","no","yes","yes","no","no",0,0,"no",1,1,2.78,-1.750262,"CON","no","no",0,"no",0,1
"497",55,360854,1973,"Powell",1,"no","no","no","yes","yes","no","no",0,0,"no",1,-0.67,-0.69,1.252442,"CON","no","no",0,"no",0,1
"498",55,360854,1973,"Burger",1,"no","no","no","yes","yes","no","no",0,0,"no",1,-0.77,-2.42,2.229605,"CON","no","no",0,"no",0,1
"499",55,360854,1973,"Blackmun",1,"no","no","no","yes","yes","no","no",0,0,"no",1,-0.77,-2.42,1.339433,"CON","no","no",0,"no",0,1
"500",55,360854,1973,"Stewart",1,"no","no","no","yes","yes","no","no",0,0,"no",1,0.5,0.56,0.5515532,"CON","no","no",0,"no",0,0
"501",55,360854,1973,"Rehnquist",1,"no","no","no","yes","yes","no","no",0,0,"no",1,-0.91,-2.6,4.212717,"CON","no","no",0,"no",0,1
"502",55,360854,1973,"Douglas",0,"no","no","no","yes","yes","no","no",0,0,"no",1,0.46,3.5,-6.637125,"CON","no","no",0,"no",0,0
"503",56,360900,1973,"Brennan",0,"no","no","yes","no","yes","no","yes",0,0,"no",0,1,2.78,-1.750262,"CON","no","no",0,"no",0,1
"504",56,360900,1973,"Blackmun",1,"no","no","yes","no","yes","no","yes",0,0,"no",0,-0.77,-2.42,1.339433,"CON","no","no",0,"no",0,1
"505",56,360900,1973,"Burger",1,"no","no","yes","no","yes","no","yes",0,0,"no",0,-0.77,-2.42,2.229605,"CON","no","no",0,"no",0,1
"506",56,360900,1973,"Stewart",1,"no","no","yes","no","yes","no","yes",0,0,"no",0,0.5,0.56,0.5515532,"CON","no","no",0,"no",0,0
"507",56,360900,1973,"Rehnquist",1,"no","no","yes","no","yes","no","yes",0,0,"no",0,-0.91,-2.6,4.212717,"CON","no","no",0,"no",0,1
"508",56,360900,1973,"Powell",1,"no","no","yes","no","yes","no","yes",0,0,"no",0,-0.67,-0.69,1.252442,"CON","no","no",0,"no",0,1
"509",56,360900,1973,"Marshall",1,"no","no","yes","no","yes","no","yes",0,0,"no",0,1,4.18,-1.507187,"CON","no","no",0,"no",0,1
"510",56,360900,1973,"Douglas",0,"no","no","yes","no","yes","no","yes",0,0,"no",0,0.46,3.5,-6.637125,"CON","no","no",0,"no",0,0
"511",56,360900,1973,"White",1,"no","no","yes","no","yes","no","yes",0,0,"no",0,0,1.54,0.600987,"CON","no","no",0,"no",0,1
"512",57,370596,1973,"Brennan",0,"no","no","no","yes","yes","no","no",0,0,"no",1,1,2.78,-1.750262,"LIB","no","no",1,"no",0,1
"513",57,370596,1973,"Marshall",0,"no","no","no","yes","yes","no","no",0,0,"no",1,1,4.18,-1.507187,"LIB","no","no",1,"no",0,1
"514",57,370596,1973,"Powell",0,"no","no","no","yes","yes","no","no",0,0,"no",1,-0.67,-0.69,1.252442,"LIB","no","no",1,"no",0,1
"515",57,370596,1973,"Rehnquist",1,"no","no","no","yes","yes","no","no",0,0,"no",1,-0.91,-2.6,4.212717,"LIB","no","no",1,"no",0,1
"516",57,370596,1973,"Blackmun",1,"no","no","no","yes","yes","no","no",0,0,"no",1,-0.77,-2.42,1.339433,"LIB","no","no",1,"no",0,1
"517",57,370596,1973,"Stewart",0,"no","no","no","yes","yes","no","no",0,0,"no",1,0.5,0.56,0.5515532,"LIB","no","no",1,"no",0,0
"518",57,370596,1973,"White",1,"no","no","no","yes","yes","no","no",0,0,"no",1,0,1.54,0.600987,"LIB","no","no",1,"no",0,1
"519",57,370596,1973,"Douglas",0,"no","no","no","yes","yes","no","no",0,0,"no",1,0.46,3.5,-6.637125,"LIB","no","no",1,"no",0,0
"520",57,370596,1973,"Burger",1,"no","no","no","yes","yes","no","no",0,0,"no",1,-0.77,-2.42,2.229605,"LIB","no","no",1,"no",0,1
"521",58,370706,1973,"Brennan",0,"no","no","no","yes","yes","no","no",0,1,"no",0,1,2.78,-1.750262,"CON","no","no",0,"yes",0,1
"522",58,370706,1973,"Rehnquist",1,"no","no","no","yes","yes","no","no",0,1,"no",0,-0.91,-2.6,4.212717,"CON","no","no",0,"yes",0,1
"523",58,370706,1973,"Blackmun",1,"no","no","no","yes","yes","no","no",0,1,"no",0,-0.77,-2.42,1.339433,"CON","no","no",0,"yes",0,1
"524",58,370706,1973,"Powell",1,"no","no","no","yes","yes","no","no",0,1,"no",0,-0.67,-0.69,1.252442,"CON","no","no",0,"yes",0,1
"525",58,370706,1973,"White",1,"no","no","no","yes","yes","no","no",0,1,"no",0,0,1.54,0.600987,"CON","no","no",0,"yes",0,1
"526",58,370706,1973,"Burger",1,"no","no","no","yes","yes","no","no",0,1,"no",0,-0.77,-2.42,2.229605,"CON","no","no",0,"yes",0,1
"527",58,370706,1973,"Stewart",0,"no","no","no","yes","yes","no","no",0,1,"no",0,0.5,0.56,0.5515532,"CON","no","no",0,"yes",0,0
"528",58,370706,1973,"Douglas",0,"no","no","no","yes","yes","no","no",0,1,"no",0,0.46,3.5,-6.637125,"CON","no","no",0,"yes",0,0
"529",58,370706,1973,"Marshall",0,"no","no","no","yes","yes","no","no",0,1,"no",0,1,4.18,-1.507187,"CON","no","no",0,"yes",0,1
"530",59,380427,1973,"Burger",1,"no","no","yes","no","yes","no","no",1,0,"no",0,-0.77,-2.42,2.229605,"CON","no","no",1,"yes",0,1
"531",59,380427,1973,"Brennan",0,"no","no","yes","no","yes","no","no",1,0,"no",0,1,2.78,-1.750262,"CON","no","no",1,"yes",0,1
"532",59,380427,1973,"Powell",1,"no","no","yes","no","yes","no","no",1,0,"no",0,-0.67,-0.69,1.252442,"CON","no","no",1,"yes",0,1
"533",59,380427,1973,"Marshall",0,"no","no","yes","no","yes","no","no",1,0,"no",0,1,4.18,-1.507187,"CON","no","no",1,"yes",0,1
"534",59,380427,1973,"Blackmun",1,"no","no","yes","no","yes","no","no",1,0,"no",0,-0.77,-2.42,1.339433,"CON","no","no",1,"yes",0,1
"535",59,380427,1973,"White",1,"no","no","yes","no","yes","no","no",1,0,"no",0,0,1.54,0.600987,"CON","no","no",1,"yes",0,1
"536",59,380427,1973,"Stewart",1,"no","no","yes","no","yes","no","no",1,0,"no",0,0.5,0.56,0.5515532,"CON","no","no",1,"yes",0,0
"537",59,380427,1973,"Rehnquist",1,"no","no","yes","no","yes","no","no",1,0,"no",0,-0.91,-2.6,4.212717,"CON","no","no",1,"yes",0,1
"538",59,380427,1973,"Douglas",0,"no","no","yes","no","yes","no","no",1,0,"no",0,0.46,3.5,-6.637125,"CON","no","no",1,"yes",0,0
"539",60,380456,1973,"Blackmun",1,"no","yes","no","no","yes","no","no",1,0,"no",0,-0.77,-2.42,1.339433,"CON","no","no",0,"yes",0,1
"540",60,380456,1973,"Burger",1,"no","yes","no","no","yes","no","no",1,0,"no",0,-0.77,-2.42,2.229605,"CON","no","no",0,"yes",0,1
"541",60,380456,1973,"Marshall",0,"no","yes","no","no","yes","no","no",1,0,"no",0,1,4.18,-1.507187,"CON","no","no",0,"yes",0,1
"542",60,380456,1973,"Douglas",0,"no","yes","no","no","yes","no","no",1,0,"no",0,0.46,3.5,-6.637125,"CON","no","no",0,"yes",0,0
"543",60,380456,1973,"Stewart",1,"no","yes","no","no","yes","no","no",1,0,"no",0,0.5,0.56,0.5515532,"CON","no","no",0,"yes",0,0
"544",60,380456,1973,"Rehnquist",1,"no","yes","no","no","yes","no","no",1,0,"no",0,-0.91,-2.6,4.212717,"CON","no","no",0,"yes",0,1
"545",60,380456,1973,"Powell",1,"no","yes","no","no","yes","no","no",1,0,"no",0,-0.67,-0.69,1.252442,"CON","no","no",0,"yes",0,1
"546",60,380456,1973,"Brennan",0,"no","yes","no","no","yes","no","no",1,0,"no",0,1,2.78,-1.750262,"CON","no","no",0,"yes",0,1
"547",60,380456,1973,"White",1,"no","yes","no","no","yes","no","no",1,0,"no",0,0,1.54,0.600987,"CON","no","no",0,"yes",0,1
"548",61,380561,1974,"Marshall",0,"no","yes","no","no","yes","yes","no",0,0,"no",1,1,4.18,-1.535034,"CON","no","no",1,"no",0,1
"549",61,380561,1974,"Burger",1,"no","yes","no","no","yes","yes","no",0,0,"no",1,-0.77,-2.42,2.164571,"CON","no","no",1,"no",0,1
"550",61,380561,1974,"White",1,"no","yes","no","no","yes","yes","no",0,0,"no",1,0,1.54,0.6139445,"CON","no","no",1,"no",0,1
"551",61,380561,1974,"Blackmun",1,"no","yes","no","no","yes","yes","no",0,0,"no",1,-0.77,-2.42,1.058159,"CON","no","no",1,"no",0,1
"552",61,380561,1974,"Douglas",0,"no","yes","no","no","yes","yes","no",0,0,"no",1,0.46,3.5,-6.707544,"CON","no","no",1,"no",0,0
"553",61,380561,1974,"Rehnquist",1,"no","yes","no","no","yes","yes","no",0,0,"no",1,-0.91,-2.6,4.297451,"CON","no","no",1,"no",0,1
"554",61,380561,1974,"Stewart",1,"no","yes","no","no","yes","yes","no",0,0,"no",1,0.5,0.56,0.4175011,"CON","no","no",1,"no",0,0
"555",61,380561,1974,"Brennan",0,"no","yes","no","no","yes","yes","no",0,0,"no",1,1,2.78,-2.035873,"CON","no","no",1,"no",0,1
"556",61,380561,1974,"Powell",1,"no","yes","no","no","yes","yes","no",0,0,"no",1,-0.67,-0.69,1.146023,"CON","no","no",1,"no",0,1
"557",62,390242,1974,"Burger",1,"yes","no","no","no","yes","no","yes",0,1,"no",1,-0.77,-2.42,2.164571,"CON","no","no",1,"yes",0,1
"558",62,390242,1974,"Stewart",1,"yes","no","no","no","yes","no","yes",0,1,"no",1,0.5,0.56,0.4175011,"CON","no","no",1,"yes",0,0
"559",62,390242,1974,"Brennan",0,"yes","no","no","no","yes","no","yes",0,1,"no",1,1,2.78,-2.035873,"CON","no","no",1,"yes",0,1
"560",62,390242,1974,"Rehnquist",1,"yes","no","no","no","yes","no","yes",0,1,"no",1,-0.91,-2.6,4.297451,"CON","no","no",1,"yes",0,1
"561",62,390242,1974,"Blackmun",1,"yes","no","no","no","yes","no","yes",0,1,"no",1,-0.77,-2.42,1.058159,"CON","no","no",1,"yes",0,1
"562",62,390242,1974,"Powell",1,"yes","no","no","no","yes","no","yes",0,1,"no",1,-0.67,-0.69,1.146023,"CON","no","no",1,"yes",0,1
"563",62,390242,1974,"Douglas",0,"yes","no","no","no","yes","no","yes",0,1,"no",1,0.46,3.5,-6.707544,"CON","no","no",1,"yes",0,0
"564",62,390242,1974,"White",1,"yes","no","no","no","yes","no","yes",0,1,"no",1,0,1.54,0.6139445,"CON","no","no",1,"yes",0,1
"565",62,390242,1974,"Marshall",0,"yes","no","no","no","yes","no","yes",0,1,"no",1,1,4.18,-1.535034,"CON","no","no",1,"yes",0,1
"566",63,390771,1974,"Rehnquist",1,"no","no","yes","no","yes","no","yes",0,1,"no",0,-0.91,-2.6,4.297451,"CON","no","no",1,"yes",0,1
"567",63,390771,1974,"Stewart",0,"no","no","yes","no","yes","no","yes",0,1,"no",0,0.5,0.56,0.4175011,"CON","no","no",1,"yes",0,0
"568",63,390771,1974,"Marshall",0,"no","no","yes","no","yes","no","yes",0,1,"no",0,1,4.18,-1.535034,"CON","no","no",1,"yes",0,1
"569",63,390771,1974,"Burger",1,"no","no","yes","no","yes","no","yes",0,1,"no",0,-0.77,-2.42,2.164571,"CON","no","no",1,"yes",0,1
"570",63,390771,1974,"Brennan",0,"no","no","yes","no","yes","no","yes",0,1,"no",0,1,2.78,-2.035873,"CON","no","no",1,"yes",0,1
"571",63,390771,1974,"Blackmun",1,"no","no","yes","no","yes","no","yes",0,1,"no",0,-0.77,-2.42,1.058159,"CON","no","no",1,"yes",0,1
"572",63,390771,1974,"Douglas",0,"no","no","yes","no","yes","no","yes",0,1,"no",0,0.46,3.5,-6.707544,"CON","no","no",1,"yes",0,0
"573",63,390771,1974,"Powell",1,"no","no","yes","no","yes","no","yes",0,1,"no",0,-0.67,-0.69,1.146023,"CON","no","no",1,"yes",0,1
"574",63,390771,1974,"White",1,"no","no","yes","no","yes","no","yes",0,1,"no",0,0,1.54,0.6139445,"CON","no","no",1,"yes",0,1
"575",64,390812,1974,"Douglas",0,"no","no","no","yes","yes","no","no",0,0,"no",1,0.46,3.5,-6.707544,"CON","no","no",1,"no",0,0
"576",64,390812,1974,"White",1,"no","no","no","yes","yes","no","no",0,0,"no",1,0,1.54,0.6139445,"CON","no","no",1,"no",0,1
"577",64,390812,1974,"Rehnquist",1,"no","no","no","yes","yes","no","no",0,0,"no",1,-0.91,-2.6,4.297451,"CON","no","no",1,"no",0,1
"578",64,390812,1974,"Burger",1,"no","no","no","yes","yes","no","no",0,0,"no",1,-0.77,-2.42,2.164571,"CON","no","no",1,"no",0,1
"579",64,390812,1974,"Marshall",0,"no","no","no","yes","yes","no","no",0,0,"no",1,1,4.18,-1.535034,"CON","no","no",1,"no",0,1
"580",64,390812,1974,"Stewart",1,"no","no","no","yes","yes","no","no",0,0,"no",1,0.5,0.56,0.4175011,"CON","no","no",1,"no",0,0
"581",64,390812,1974,"Brennan",0,"no","no","no","yes","yes","no","no",0,0,"no",1,1,2.78,-2.035873,"CON","no","no",1,"no",0,1
"582",64,390812,1974,"Powell",1,"no","no","no","yes","yes","no","no",0,0,"no",1,-0.67,-0.69,1.146023,"CON","no","no",1,"no",0,1
